"Name" -> "Fire___Rescue_Incidents_by_Day_and_Type"
"ResourceType" -> "DataResource"
"Title" -> "Fire & Rescue Incidents in Urbana"
"Description" -> "Records of fire & rescue alarm incidents by day and type in Urbana IL from 2012 to 2014"
"Publisher" -> "City of Urbana"
"Source" -> "https://data.urbanaillinois.us/Fire-and-Rescue/Fire-Rescue-Incidents-by-Day-and-Type/kcfr-xfr4/data"
"Date" -> "2012-2014"
"Keywords" -> "Text, Fire, Rescue, Emergency, Alarm, Urbana"
"Categories" -> "Crime and Public Safety"
"ContentLocation" -> "Urbana, Illinois"
Alarm Date,Alarm Time,Incident Type,Incident Type Description,Count
02/03/2012,8:24:12,7,False Alarm or False Call,1
02/03/2012,9:37:30,4,Hazardous Condition (no fire),1
02/03/2012,10:59:39,7,False Alarm or False Call,1
02/03/2012,11:20:15,3,Rescue or Emergency Medical Services Incident,1
02/03/2012,11:21:23,5,Service Call,1
02/03/2012,11:30:48,3,Rescue or Emergency Medical Services Incident,1
02/03/2012,12:00:48,3,Rescue or Emergency Medical Services Incident,1
02/03/2012,12:56:33,3,Rescue or Emergency Medical Services Incident,1
02/03/2012,13:01:01,5,Service Call,1
02/03/2012,15:51:30,5,Service Call,1
02/03/2012,16:58:35,6,Good Intent Call,1
02/03/2012,18:28:34,5,Service Call,1
02/03/2012,19:25:27,1,Fire,1
02/03/2012,20:10:11,7,False Alarm or False Call,1
02/03/2012,20:55:37,3,Rescue or Emergency Medical Services Incident,1
02/03/2012,23:02:54,3,Rescue or Emergency Medical Services Incident,1
02/03/2012,23:39:35,7,False Alarm or False Call,1
02/04/2012,0:35:21,7,False Alarm or False Call,1
02/04/2012,0:51:22,3,Rescue or Emergency Medical Services Incident,1
02/04/2012,1:53:55,3,Rescue or Emergency Medical Services Incident,1
02/04/2012,3:03:44,7,False Alarm or False Call,1
02/04/2012,3:34:41,3,Rescue or Emergency Medical Services Incident,1
02/04/2012,6:55:57,3,Rescue or Emergency Medical Services Incident,1
02/04/2012,10:29:23,6,Good Intent Call,1
02/04/2012,15:19:56,3,Rescue or Emergency Medical Services Incident,1
02/04/2012,16:00:08,3,Rescue or Emergency Medical Services Incident,1
02/04/2012,18:28:19,7,False Alarm or False Call,1
02/04/2012,18:33:44,1,Fire,1
02/04/2012,18:49:02,4,Hazardous Condition (no fire),1
02/04/2012,19:15:32,3,Rescue or Emergency Medical Services Incident,1
02/04/2012,20:52:17,1,Fire,1
02/04/2012,21:16:45,6,Good Intent Call,1
02/05/2012,0:12:09,7,False Alarm or False Call,1
02/05/2012,4:03:38,3,Rescue or Emergency Medical Services Incident,1
02/05/2012,5:27:08,3,Rescue or Emergency Medical Services Incident,1
02/05/2012,7:33:22,3,Rescue or Emergency Medical Services Incident,1
02/05/2012,8:28:39,4,Hazardous Condition (no fire),1
02/05/2012,9:14:16,4,Hazardous Condition (no fire),1
02/05/2012,10:53:05,3,Rescue or Emergency Medical Services Incident,1
02/05/2012,12:25:43,3,Rescue or Emergency Medical Services Incident,1
02/05/2012,14:44:06,3,Rescue or Emergency Medical Services Incident,1
02/05/2012,16:33:48,3,Rescue or Emergency Medical Services Incident,1
02/05/2012,18:22:24,7,False Alarm or False Call,1
02/05/2012,23:51:43,3,Rescue or Emergency Medical Services Incident,1
02/06/2012,0:09:34,3,Rescue or Emergency Medical Services Incident,1
02/06/2012,4:40:33,3,Rescue or Emergency Medical Services Incident,1
02/06/2012,11:19:17,5,Service Call,1
02/06/2012,12:15:59,6,Good Intent Call,1
02/06/2012,12:50:47,3,Rescue or Emergency Medical Services Incident,1
02/06/2012,17:19:14,3,Rescue or Emergency Medical Services Incident,1
02/06/2012,18:37:38,3,Rescue or Emergency Medical Services Incident,1
02/06/2012,19:53:44,3,Rescue or Emergency Medical Services Incident,1
02/07/2012,5:45:06,7,False Alarm or False Call,1
02/07/2012,7:01:40,3,Rescue or Emergency Medical Services Incident,1
02/07/2012,8:41:43,3,Rescue or Emergency Medical Services Incident,1
02/07/2012,8:56:07,3,Rescue or Emergency Medical Services Incident,1
02/07/2012,9:22:04,3,Rescue or Emergency Medical Services Incident,1
02/07/2012,13:50:22,3,Rescue or Emergency Medical Services Incident,1
02/07/2012,15:02:34,3,Rescue or Emergency Medical Services Incident,1
02/07/2012,15:32:33,6,Good Intent Call,1
02/07/2012,17:32:01,5,Service Call,1
02/07/2012,18:18:30,3,Rescue or Emergency Medical Services Incident,1
02/07/2012,19:12:41,3,Rescue or Emergency Medical Services Incident,1
02/07/2012,19:16:13,4,Hazardous Condition (no fire),1
02/07/2012,19:17:56,7,False Alarm or False Call,1
02/07/2012,19:21:47,1,Fire,1
02/07/2012,21:43:43,4,Hazardous Condition (no fire),1
02/07/2012,23:11:42,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,0:33:59,6,Good Intent Call,1
02/09/2012,23:53:14,7,False Alarm or False Call,1
02/10/2012,11:53:28,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,22:34:34,3,Rescue or Emergency Medical Services Incident,1
02/12/2012,3:19:25,4,Hazardous Condition (no fire),1
02/14/2012,0:56:00,3,Rescue or Emergency Medical Services Incident,1
02/14/2012,5:14:26,7,False Alarm or False Call,1
02/14/2012,18:51:44,7,False Alarm or False Call,1
02/16/2012,10:02:33,3,Rescue or Emergency Medical Services Incident,1
02/12/2012,6:28:30,3,Rescue or Emergency Medical Services Incident,1
02/17/2012,21:51:25,6,Good Intent Call,1
02/18/2012,1:10:27,7,False Alarm or False Call,1
02/18/2012,1:37:04,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,1:47:42,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,17:54:03,3,Rescue or Emergency Medical Services Incident,1
02/27/2012,2:22:24,3,Rescue or Emergency Medical Services Incident,1
02/27/2012,3:41:56,3,Rescue or Emergency Medical Services Incident,1
03/01/2012,3:41:47,7,False Alarm or False Call,1
03/02/2012,21:29:51,7,False Alarm or False Call,1
03/02/2012,21:17:43,7,False Alarm or False Call,1
03/04/2012,9:08:51,6,Good Intent Call,1
03/07/2012,10:09:58,1,Fire,1
03/05/2012,13:31:44,6,Good Intent Call,1
03/14/2012,2:50:00,5,Service Call,1
02/08/2012,1:28:11,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,2:09:40,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,2:21:43,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,4:43:17,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,7:45:43,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,9:33:37,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,10:06:24,6,Good Intent Call,1
02/08/2012,10:41:40,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,11:05:41,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,11:40:09,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,11:51:38,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,12:46:03,7,False Alarm or False Call,1
02/08/2012,13:05:56,1,Fire,1
02/08/2012,15:09:20,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,17:29:34,6,Good Intent Call,1
02/08/2012,18:21:36,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,21:05:14,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,21:20:41,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,21:24:31,3,Rescue or Emergency Medical Services Incident,1
02/08/2012,23:45:54,3,Rescue or Emergency Medical Services Incident,1
02/09/2012,3:17:00,3,Rescue or Emergency Medical Services Incident,1
02/09/2012,6:40:55,7,False Alarm or False Call,1
02/09/2012,7:13:55,3,Rescue or Emergency Medical Services Incident,1
02/09/2012,10:07:17,3,Rescue or Emergency Medical Services Incident,1
02/09/2012,10:40:34,3,Rescue or Emergency Medical Services Incident,1
02/09/2012,11:33:03,7,False Alarm or False Call,1
02/09/2012,12:41:36,5,Service Call,1
02/09/2012,13:15:41,6,Good Intent Call,1
02/09/2012,13:36:23,4,Hazardous Condition (no fire),1
02/09/2012,21:23:24,3,Rescue or Emergency Medical Services Incident,1
02/09/2012,22:13:53,1,Fire,1
02/10/2012,2:11:13,3,Rescue or Emergency Medical Services Incident,1
02/10/2012,5:48:28,3,Rescue or Emergency Medical Services Incident,1
02/10/2012,7:39:34,3,Rescue or Emergency Medical Services Incident,1
02/10/2012,7:55:49,3,Rescue or Emergency Medical Services Incident,1
02/10/2012,8:56:04,4,Hazardous Condition (no fire),1
02/10/2012,10:00:40,1,Fire,1
02/10/2012,11:18:42,5,Service Call,1
02/10/2012,11:17:02,6,Good Intent Call,1
02/10/2012,13:40:57,5,Service Call,1
02/10/2012,13:44:06,1,Fire,1
02/10/2012,13:50:12,6,Good Intent Call,1
02/10/2012,14:16:49,3,Rescue or Emergency Medical Services Incident,1
02/10/2012,15:37:53,6,Good Intent Call,1
02/10/2012,19:09:25,7,False Alarm or False Call,1
02/10/2012,19:14:10,3,Rescue or Emergency Medical Services Incident,1
02/10/2012,19:56:31,7,False Alarm or False Call,1
02/10/2012,20:39:28,7,False Alarm or False Call,1
02/11/2012,0:11:53,7,False Alarm or False Call,1
02/11/2012,0:27:13,7,False Alarm or False Call,1
02/11/2012,1:25:23,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,7:47:04,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,7:48:37,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,7:53:18,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,7:50:44,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,9:24:14,1,Fire,1
02/11/2012,9:54:59,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,10:37:17,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,12:18:27,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,13:23:10,7,False Alarm or False Call,1
02/11/2012,14:44:14,7,False Alarm or False Call,1
02/11/2012,15:06:23,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,20:15:01,3,Rescue or Emergency Medical Services Incident,1
02/11/2012,21:17:57,7,False Alarm or False Call,1
02/12/2012,1:37:54,3,Rescue or Emergency Medical Services Incident,1
02/12/2012,2:22:52,7,False Alarm or False Call,1
02/12/2012,2:58:46,3,Rescue or Emergency Medical Services Incident,1
02/12/2012,4:32:05,7,False Alarm or False Call,1
02/12/2012,7:12:06,7,False Alarm or False Call,1
02/12/2012,9:32:17,3,Rescue or Emergency Medical Services Incident,1
02/12/2012,10:00:54,3,Rescue or Emergency Medical Services Incident,1
02/12/2012,10:36:25,3,Rescue or Emergency Medical Services Incident,1
02/12/2012,14:25:00,3,Rescue or Emergency Medical Services Incident,1
02/12/2012,16:16:51,5,Service Call,1
02/12/2012,16:46:04,3,Rescue or Emergency Medical Services Incident,1
02/12/2012,21:46:26,3,Rescue or Emergency Medical Services Incident,1
02/13/2012,8:17:47,3,Rescue or Emergency Medical Services Incident,1
02/13/2012,8:31:05,3,Rescue or Emergency Medical Services Incident,1
02/13/2012,8:32:10,3,Rescue or Emergency Medical Services Incident,1
02/13/2012,8:35:54,7,False Alarm or False Call,1
02/13/2012,12:55:41,7,False Alarm or False Call,1
02/13/2012,14:20:50,3,Rescue or Emergency Medical Services Incident,1
02/13/2012,14:37:50,3,Rescue or Emergency Medical Services Incident,1
02/13/2012,15:38:59,7,False Alarm or False Call,1
02/13/2012,15:42:54,3,Rescue or Emergency Medical Services Incident,1
02/13/2012,16:31:38,7,False Alarm or False Call,1
02/13/2012,16:36:55,7,False Alarm or False Call,1
02/13/2012,20:06:53,7,False Alarm or False Call,1
02/13/2012,20:46:34,1,Fire,1
02/13/2012,22:19:59,1,Fire,1
02/14/2012,8:19:51,3,Rescue or Emergency Medical Services Incident,1
02/14/2012,9:51:59,7,False Alarm or False Call,1
02/14/2012,10:06:55,7,False Alarm or False Call,1
02/14/2012,17:37:59,3,Rescue or Emergency Medical Services Incident,1
02/14/2012,18:26:27,1,Fire,1
02/14/2012,18:49:31,3,Rescue or Emergency Medical Services Incident,1
02/14/2012,19:03:44,7,False Alarm or False Call,1
02/14/2012,19:23:42,3,Rescue or Emergency Medical Services Incident,1
02/15/2012,9:18:30,3,Rescue or Emergency Medical Services Incident,1
02/15/2012,9:19:44,7,False Alarm or False Call,1
02/15/2012,12:06:55,3,Rescue or Emergency Medical Services Incident,1
02/15/2012,13:26:30,3,Rescue or Emergency Medical Services Incident,1
02/15/2012,16:47:21,3,Rescue or Emergency Medical Services Incident,1
02/15/2012,17:29:28,4,Hazardous Condition (no fire),1
02/15/2012,19:18:05,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,0:20:13,6,Good Intent Call,1
02/16/2012,0:35:00,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,4:23:34,1,Fire,1
02/16/2012,10:56:20,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,11:27:52,7,False Alarm or False Call,1
02/16/2012,12:31:31,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,12:34:32,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,12:35:30,6,Good Intent Call,1
02/16/2012,13:10:12,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,15:29:53,1,Fire,1
02/16/2012,16:23:52,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,16:52:05,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,18:40:49,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,18:45:40,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,20:32:55,3,Rescue or Emergency Medical Services Incident,1
02/16/2012,21:13:53,5,Service Call,1
02/16/2012,22:45:04,3,Rescue or Emergency Medical Services Incident,1
02/17/2012,0:17:28,3,Rescue or Emergency Medical Services Incident,1
02/17/2012,1:56:25,7,False Alarm or False Call,1
02/17/2012,3:01:46,5,Service Call,1
02/17/2012,6:08:32,4,Hazardous Condition (no fire),1
02/17/2012,8:37:53,3,Rescue or Emergency Medical Services Incident,1
02/17/2012,11:23:30,7,False Alarm or False Call,1
02/17/2012,11:07:09,5,Service Call,1
02/17/2012,14:30:50,6,Good Intent Call,1
02/17/2012,14:57:02,1,Fire,1
02/17/2012,15:45:35,7,False Alarm or False Call,1
02/17/2012,21:10:26,3,Rescue or Emergency Medical Services Incident,1
02/17/2012,21:34:41,3,Rescue or Emergency Medical Services Incident,1
02/17/2012,22:37:50,7,False Alarm or False Call,1
02/18/2012,0:25:11,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,0:54:45,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,2:20:19,7,False Alarm or False Call,1
02/18/2012,2:22:06,6,Good Intent Call,1
02/18/2012,2:33:23,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,2:58:03,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,5:06:23,5,Service Call,1
02/18/2012,9:25:02,7,False Alarm or False Call,1
02/18/2012,11:34:51,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,13:16:14,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,14:52:07,1,Fire,1
02/18/2012,21:17:33,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,22:08:35,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,22:19:45,3,Rescue or Emergency Medical Services Incident,1
02/18/2012,23:16:15,3,Rescue or Emergency Medical Services Incident,1
02/19/2012,2:57:50,3,Rescue or Emergency Medical Services Incident,1
02/19/2012,13:26:25,5,Service Call,1
02/19/2012,16:37:08,3,Rescue or Emergency Medical Services Incident,1
02/19/2012,18:24:17,5,Service Call,1
02/19/2012,19:06:22,3,Rescue or Emergency Medical Services Incident,1
02/19/2012,19:27:42,5,Service Call,1
02/20/2012,1:20:45,6,Good Intent Call,1
02/20/2012,3:21:30,3,Rescue or Emergency Medical Services Incident,1
02/20/2012,3:56:30,7,False Alarm or False Call,1
02/20/2012,6:21:15,5,Service Call,1
02/20/2012,9:24:17,3,Rescue or Emergency Medical Services Incident,1
02/20/2012,14:19:30,3,Rescue or Emergency Medical Services Incident,1
02/20/2012,16:47:27,3,Rescue or Emergency Medical Services Incident,1
02/20/2012,19:10:18,5,Service Call,1
02/20/2012,20:35:50,7,False Alarm or False Call,1
02/20/2012,21:47:21,3,Rescue or Emergency Medical Services Incident,1
02/21/2012,0:07:06,7,False Alarm or False Call,1
02/21/2012,3:30:26,3,Rescue or Emergency Medical Services Incident,1
02/21/2012,5:32:42,3,Rescue or Emergency Medical Services Incident,1
02/21/2012,10:47:50,3,Rescue or Emergency Medical Services Incident,1
02/21/2012,14:02:36,5,Service Call,1
02/21/2012,17:19:00,7,False Alarm or False Call,1
02/21/2012,23:52:25,6,Good Intent Call,1
02/22/2012,1:22:54,7,False Alarm or False Call,1
02/22/2012,2:10:23,6,Good Intent Call,1
02/22/2012,2:34:58,7,False Alarm or False Call,1
02/22/2012,5:02:24,7,False Alarm or False Call,1
02/22/2012,8:59:17,7,False Alarm or False Call,1
02/22/2012,9:11:35,3,Rescue or Emergency Medical Services Incident,1
02/22/2012,9:53:41,5,Service Call,1
02/22/2012,15:18:12,3,Rescue or Emergency Medical Services Incident,1
02/22/2012,16:17:21,7,False Alarm or False Call,1
02/22/2012,18:08:32,7,False Alarm or False Call,1
02/22/2012,19:16:11,3,Rescue or Emergency Medical Services Incident,1
02/22/2012,19:44:49,3,Rescue or Emergency Medical Services Incident,1
02/22/2012,19:47:42,6,Good Intent Call,1
02/22/2012,21:05:25,3,Rescue or Emergency Medical Services Incident,1
02/23/2012,2:30:23,3,Rescue or Emergency Medical Services Incident,1
02/23/2012,8:37:56,7,False Alarm or False Call,1
02/23/2012,8:40:49,4,Hazardous Condition (no fire),1
02/23/2012,10:57:16,3,Rescue or Emergency Medical Services Incident,1
02/23/2012,11:57:15,3,Rescue or Emergency Medical Services Incident,1
02/23/2012,12:25:23,3,Rescue or Emergency Medical Services Incident,1
02/23/2012,12:36:01,7,False Alarm or False Call,1
02/23/2012,13:56:49,5,Service Call,1
02/23/2012,14:37:00,3,Rescue or Emergency Medical Services Incident,1
02/23/2012,15:59:45,3,Rescue or Emergency Medical Services Incident,1
02/23/2012,19:09:55,5,Service Call,1
02/23/2012,20:33:31,3,Rescue or Emergency Medical Services Incident,1
02/23/2012,22:06:26,4,Hazardous Condition (no fire),1
02/24/2012,3:54:03,3,Rescue or Emergency Medical Services Incident,1
02/24/2012,8:53:18,3,Rescue or Emergency Medical Services Incident,1
02/24/2012,10:33:07,3,Rescue or Emergency Medical Services Incident,1
02/24/2012,13:37:01,5,Service Call,1
02/24/2012,14:01:59,3,Rescue or Emergency Medical Services Incident,1
02/24/2012,16:02:32,5,Service Call,1
02/24/2012,17:09:27,7,False Alarm or False Call,1
02/24/2012,17:38:35,7,False Alarm or False Call,1
02/24/2012,18:49:40,7,False Alarm or False Call,1
02/24/2012,21:06:45,7,False Alarm or False Call,1
02/24/2012,21:37:15,3,Rescue or Emergency Medical Services Incident,1
02/24/2012,21:47:43,5,Service Call,1
02/25/2012,0:50:42,7,False Alarm or False Call,1
02/25/2012,1:28:39,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,1:33:09,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,1:39:25,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,1:49:49,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,2:50:18,7,False Alarm or False Call,1
02/25/2012,3:31:59,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,3:35:46,7,False Alarm or False Call,1
02/25/2012,3:49:54,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,3:53:14,7,False Alarm or False Call,1
02/25/2012,3:58:09,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,7:41:34,5,Service Call,1
02/25/2012,8:18:39,7,False Alarm or False Call,1
02/25/2012,9:32:33,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,9:58:12,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,12:22:18,5,Service Call,1
02/25/2012,14:33:10,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,16:19:39,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,16:52:33,3,Rescue or Emergency Medical Services Incident,1
02/25/2012,16:54:05,7,False Alarm or False Call,1
02/25/2012,16:59:56,7,False Alarm or False Call,1
02/25/2012,20:24:22,7,False Alarm or False Call,1
02/26/2012,7:44:44,3,Rescue or Emergency Medical Services Incident,1
02/26/2012,8:33:01,7,False Alarm or False Call,1
02/26/2012,10:31:01,3,Rescue or Emergency Medical Services Incident,1
02/26/2012,12:33:39,3,Rescue or Emergency Medical Services Incident,1
02/26/2012,14:07:14,7,False Alarm or False Call,1
02/26/2012,16:53:04,5,Service Call,1
02/26/2012,17:28:02,3,Rescue or Emergency Medical Services Incident,1
02/26/2012,18:13:24,3,Rescue or Emergency Medical Services Incident,1
02/26/2012,18:14:20,3,Rescue or Emergency Medical Services Incident,1
02/26/2012,18:23:03,3,Rescue or Emergency Medical Services Incident,1
02/26/2012,18:39:29,6,Good Intent Call,1
02/26/2012,20:53:56,7,False Alarm or False Call,1
02/26/2012,23:07:50,3,Rescue or Emergency Medical Services Incident,1
02/26/2012,23:36:39,5,Service Call,1
02/27/2012,0:45:22,3,Rescue or Emergency Medical Services Incident,1
02/27/2012,4:06:25,3,Rescue or Emergency Medical Services Incident,1
02/27/2012,7:41:30,7,False Alarm or False Call,1
02/27/2012,8:13:05,3,Rescue or Emergency Medical Services Incident,1
02/27/2012,11:49:28,6,Good Intent Call,1
02/27/2012,12:09:26,1,Fire,1
02/27/2012,12:44:59,3,Rescue or Emergency Medical Services Incident,1
